COD_PERSONA,prob_0,prob_1
27,0.6620357622082258,0.33796423779177415
27,0.6620357622082258,0.33796423779177415
27,0.860155679034755,0.139844320965245
27,0.860155679034755,0.139844320965245
27,0.6620357622082258,0.33796423779177415
32,0.8589594892795926,0.14104051072040738
32,0.8589594892795926,0.14104051072040738
32,0.8589594892795926,0.14104051072040738
32,0.8589594892795926,0.14104051072040738
32,0.6598151353775537,0.34018486462244635
34,0.6620357622082258,0.33796423779177415
34,0.860155679034755,0.139844320965245
34,0.6620357622082258,0.33796423779177415
34,0.860155679034755,0.139844320965245
34,0.6620357622082258,0.33796423779177415
57,0.628254310578841,0.371745689421159
57,0.628254310578841,0.371745689421159
57,0.628254310578841,0.371745689421159
57,0.628254310578841,0.371745689421159
57,0.628254310578841,0.371745689421159
62,0.8414343297950441,0.15856567020495596
62,0.8414343297950441,0.15856567020495596
62,0.628254310578841,0.371745689421159
62,0.628254310578841,0.371745689421159
62,0.628254310578841,0.371745689421159
74,0.6377757489243094,0.3622242510756906
74,0.6377757489243094,0.3622242510756906
74,0.8468268577832458,0.1531731422167541
74,0.6377757489243094,0.3622242510756906
74,0.6377757489243094,0.3622242510756906
83,0.8589594892795926,0.14104051072040738
83,0.6598151353775537,0.34018486462244635
83,0.8589594892795926,0.14104051072040738
83,0.8589594892795926,0.14104051072040738
83,0.8589594892795926,0.14104051072040738
117,0.6620357622082258,0.33796423779177415
117,0.860155679034755,0.139844320965245
117,0.860155679034755,0.139844320965245
117,0.860155679034755,0.139844320965245
117,0.6620357622082258,0.33796423779177415
120,0.6598151353775537,0.34018486462244635
120,0.8589594892795926,0.14104051072040738
120,0.8589594892795926,0.14104051072040738
120,0.8589594892795926,0.14104051072040738
120,0.9366399575138749,0.06336004248612515
128,0.9366399575138749,0.06336004248612515
128,0.8589594892795926,0.14104051072040738
128,0.6620357622082258,0.33796423779177415
128,0.8589594892795926,0.14104051072040738
128,0.628254310578841,0.371745689421159
131,0.8589594892795926,0.14104051072040738
131,0.8589594892795926,0.14104051072040738
131,0.6598151353775537,0.34018486462244635
131,0.8589594892795926,0.14104051072040738
131,0.6598151353775537,0.34018486462244635
144,0.8589594892795926,0.14104051072040738
144,0.8589594892795926,0.14104051072040738
144,0.8589594892795926,0.14104051072040738
144,0.8589594892795926,0.14104051072040738
144,0.8589594892795926,0.14104051072040738
160,0.8055632757671782,0.19443672423282177
160,0.6305656055012671,0.36943439449873294
160,0.6305656055012671,0.36943439449873294
160,0.6305656055012671,0.36943439449873294
160,0.842751943416149,0.15724805658385096
164,0.8589594892795926,0.14104051072040738
164,0.8589594892795926,0.14104051072040738
