COD_PERSONA,prob_0,prob_1
18,0.2145631931657188,0.7854368068342812
27,0.21623783555616316,0.7837621644438368
32,0.2145631931657188,0.7854368068342812
34,0.21623783555616316,0.7837621644438368
48,0.21623783555616316,0.7837621644438368
57,0.19226317397397252,0.8077368260260275
62,0.19226317397397252,0.8077368260260275
74,0.19870896101330604,0.801291038986694
83,0.2145631931657188,0.7854368068342812
88,0.401087529115028,0.598912470884972
93,0.36849673928274196,0.631503260717258
99,0.2145631931657188,0.7854368068342812
100,0.2145631931657188,0.7854368068342812
107,0.3458279220794628,0.6541720779205372
117,0.21623783555616316,0.7837621644438368
120,0.2145631931657188,0.7854368068342812
128,0.2145631931657188,0.7854368068342812
131,0.2145631931657188,0.7854368068342812
144,0.2145631931657188,0.7854368068342812
145,0.1971359251523701,0.8028640748476299
160,0.19380671382609094,0.8061932861739091
161,0.17624074046186955,0.8237592595381305
164,0.2145631931657188,0.7854368068342812
165,0.1971359251523701,0.8028640748476299
167,0.1971359251523701,0.8028640748476299
185,0.21623783555616316,0.7837621644438368
199,0.322111431419305,0.677888568580695
204,0.5644570310709891,0.43554296892901084
209,0.1971359251523701,0.8028640748476299
216,0.21623783555616316,0.7837621644438368
229,0.31536296482317505,0.684637035176825
240,0.2145631931657188,0.7854368068342812
244,0.1971359251523701,0.8028640748476299
246,0.2145631931657188,0.7854368068342812
266,0.2145631931657188,0.7854368068342812
280,0.2145631931657188,0.7854368068342812
285,0.39870957982462774,0.6012904201753723
286,0.21623783555616316,0.7837621644438368
295,0.2145631931657188,0.7854368068342812
320,0.1971359251523701,0.8028640748476299
326,0.19226317397397252,0.8077368260260275
327,0.19870896101330604,0.801291038986694
331,0.2145631931657188,0.7854368068342812
355,0.2145631931657188,0.7854368068342812
388,0.21623783555616316,0.7837621644438368
409,0.2145631931657188,0.7854368068342812
425,0.21623783555616316,0.7837621644438368
441,0.21623783555616316,0.7837621644438368
444,0.19226317397397252,0.8077368260260275
525,0.3480730523763711,0.6519269476236289
539,0.2145631931657188,0.7854368068342812
544,0.21623783555616316,0.7837621644438368
559,0.2145631931657188,0.7854368068342812
563,0.19226317397397252,0.8077368260260275
573,0.19870896101330604,0.801291038986694
577,0.2145631931657188,0.7854368068342812
580,0.19870896101330604,0.801291038986694
583,0.2145631931657188,0.7854368068342812
591,0.1971359251523701,0.8028640748476299
592,0.21623783555616316,0.7837621644438368
622,0.17624074046186955,0.8237592595381305
626,0.2145631931657188,0.7854368068342812
631,0.1971359251523701,0.8028640748476299
634,0.2145631931657188,0.7854368068342812
638,0.21623783555616316,0.7837621644438368
650,0.19870896101330604,0.801291038986694
659,0.19226317397397252,0.8077368260260275
680,0.2145631931657188,0.7854368068342812
690,0.2145631931657188,0.7854368068342812
691,0.2145631931657188,0.7854368068342812
701,0.19226317397397252,0.8077368260260275
708,0.2145631931657188,0.7854368068342812
709,0.2145631931657188,0.7854368068342812
717,0.2145631931657188,0.7854368068342812
738,0.2145631931657188,0.7854368068342812
745,0.3458279220794628,0.6541720779205372
757,0.2145631931657188,0.7854368068342812
761,0.2145631931657188,0.7854368068342812
