IDs,x,y
37716,0.5032642216314729,4.606579152929299
7085,0.945054513985206,0.4224063134403259
2480,0.9215692220930685,3.82221970081063
1726,0.7956374350772559,0.8611945431894765
6655,0.9525677793487289,0.6461928676880787
19027,0.9665758062661784,0.20950446143221715
20671,0.9636563600091569,0.35758174208705457
35574,0.657020324489282,3.558877021862601
5141,0.9754627736889914,1.8714896386718438
18069,0.7841244609907105,0.03760213243008701
13092,0.9636463501024849,1.661466469743014
12210,0.6454511571494272,33.887102447186244
36434,0.9543742455213068,2.9105480846290415
7630,0.9182829877099953,1.7292977814368125
14813,0.9929966736885876,0.3566098807755986
7597,0.639859299899995,0.011945509374699499
10971,0.6936475114168312,39.165737297934335
11107,0.9100632999917614,1.5024178218553939
1945,0.6213283126076989,18.926949281366095
29289,0.9851696143930336,0.19584509400402297
7693,0.7119821054133041,0.06034735272647932
1870,0.9969110395158888,0.038529744741977484
1205,0.9337059190289982,14.234283769197004
7965,0.9359668933559367,6.293730945193165
19668,0.8352547139173703,1.4056490518422453
37312,0.5688596064847065,0.21758387920316646
8195,0.953579179325429,3.7328129332388307
7813,0.6805794255882958,87.9180820148412
11557,0.8040227296932396,0.5406680527769461
2432,0.7412022434836283,4.641241742746268
1203,0.9601353647918925,0.8221371869922818
26567,0.9914653536221597,0.29392194278151335
34832,0.8790659851120284,2.2403007574495195
26317,0.6804910542413924,1.8276121781906605
12208,0.522953817750228,0.1598160779373149
36154,0.7615958607888486,17.381715497220636
14118,0.8859956473987926,0.7980947174042996
8769,0.9706687487198566,6.752246793690695
23945,0.9949798183959726,1.173235688042621
10641,0.9996691344441891,0.1042244499989352
3433,0.9646699870621555,5.999165522182763
16489,0.9676845484855854,3.3202090505900155
16863,0.5443977764269041,9.19448348046718
3406,0.7559325883313647,4.313504687058746
32341,0.9504467901976734,0.471335892307389
12816,0.9554859371572326,0.7481268815506835
1631,0.6910462289763356,5.986529437437546
20422,0.9586267402314512,0.1701680341015492
1189,0.6744002786540693,0.052618927156459286
29192,0.9458413155409378,0.2907937538405035
31406,0.9981746755317238,0.07754109074461572
15627,0.88530963068859,19.22995689062179
20197,0.8794770038168336,0.4579813682458115
24929,0.795553683298834,15.093502972784771
691,0.7245995984295944,20.091577361575773
33803,0.9936988520765794,1.2436381012637827
