COD_PERSONA,prob_0,prob_1
25271,0.9358211757696778,0.06417882423032219
25271,0.673639578441418,0.326360421558582
25271,0.673639578441418,0.326360421558582
25271,0.673639578441418,0.326360421558582
25271,0.80178780790066,0.19821219209934
13815,0.9358211757696778,0.06417882423032219
13815,0.9358211757696778,0.06417882423032219
13815,0.80178780790066,0.19821219209934
13815,0.9358211757696778,0.06417882423032219
13815,0.673639578441418,0.326360421558582
8342,0.6035270814303346,0.39647291856966543
8342,0.673639578441418,0.326360421558582
8342,0.6035270814303346,0.39647291856966543
8342,0.673639578441418,0.326360421558582
8342,0.9358211757696778,0.06417882423032219
2597,0.9358211757696778,0.06417882423032219
2597,0.80178780790066,0.19821219209934
2597,0.9358211757696778,0.06417882423032219
2597,0.80178780790066,0.19821219209934
2597,0.80178780790066,0.19821219209934
659,0.6085458299938353,0.39145417000616467
659,0.9370721645470576,0.06292783545294245
659,0.9370721645470576,0.06292783545294245
659,0.6782439678375232,0.32175603216247683
659,0.6782439678375232,0.32175603216247683
3484,0.931959272226923,0.06804072777307697
3484,0.6597374481608782,0.34026255183912185
3484,0.6597374481608782,0.34026255183912185
3484,0.5884629064182426,0.4115370935817574
3484,0.6597374481608782,0.34026255183912185
28805,0.673639578441418,0.326360421558582
28805,0.673639578441418,0.326360421558582
28805,0.673639578441418,0.326360421558582
28805,0.80178780790066,0.19821219209934
28805,0.673639578441418,0.326360421558582
29967,0.6085458299938353,0.39145417000616467
29967,0.9370721645470576,0.06292783545294245
29967,0.805107308514803,0.19489269148519692
29967,0.6782439678375232,0.32175603216247683
29967,0.6782439678375232,0.32175603216247683
35131,0.6035270814303346,0.39647291856966543
35131,0.6035270814303346,0.39647291856966543
35131,0.673639578441418,0.326360421558582
35131,0.6035270814303346,0.39647291856966543
35131,0.6035270814303346,0.39647291856966543
15866,0.42418464829926794,0.5758153517007321
15866,0.4658410611199143,0.5341589388800857
15866,0.4658410611199143,0.5341589388800857
15866,0.4658410611199143,0.5341589388800857
15866,0.4658410611199143,0.5341589388800857
41305,0.6782439678375232,0.32175603216247683
41305,0.9370721645470576,0.06292783545294245
41305,0.6085458299938353,0.39145417000616467
41305,0.6085458299938353,0.39145417000616467
41305,0.6085458299938353,0.39145417000616467
13958,0.7916561691271529,0.2083438308728471
13958,0.7916561691271529,0.2083438308728471
13958,0.5884629064182426,0.4115370935817574
13958,0.931959272226923,0.06804072777307697
13958,0.7916561691271529,0.2083438308728471
11587,0.6035270814303346,0.39647291856966543
11587,0.673639578441418,0.326360421558582
11587,0.9358211757696778,0.06417882423032219
11587,0.673639578441418,0.326360421558582
11587,0.673639578441418,0.326360421558582
40398,0.805107308514803,0.19489269148519692
40398,0.9370721645470576,0.06292783545294245
40398,0.6782439678375232,0.32175603216247683
40398,0.6085458299938353,0.39145417000616467
40398,0.9332801712187638,0.06671982878123617
7856,0.673639578441418,0.326360421558582
7856,0.673639578441418,0.326360421558582
7856,0.673639578441418,0.326360421558582
7856,0.7735973732373289,0.22640262676267114
7856,0.6035270814303346,0.39647291856966543
13290,0.673639578441418,0.326360421558582
13290,0.6597374481608782,0.34026255183912185
13290,0.80178780790066,0.19821219209934
13290,0.6035270814303346,0.39647291856966543
13290,0.673639578441418,0.326360421558582
24095,0.673639578441418,0.326360421558582
24095,0.9358211757696778,0.06417882423032219
24095,0.673639578441418,0.326360421558582
24095,0.9358211757696778,0.06417882423032219
24095,0.9358211757696778,0.06417882423032219
15493,0.9263550788954035,0.07364492110459657
15493,0.9263550788954035,0.07364492110459657
15493,0.6403639649146463,0.3596360350853537
15493,0.5676904781549682,0.4323095218450318
15493,0.6403639649146463,0.3596360350853537
3446,0.80178780790066,0.19821219209934
3446,0.6035270814303346,0.39647291856966543
3446,0.6035270814303346,0.39647291856966543
3446,0.9358211757696778,0.06417882423032219
3446,0.6035270814303346,0.39647291856966543
1387,0.9263550788954035,0.07364492110459657
1387,0.9263550788954035,0.07364492110459657
1387,0.9263550788954035,0.07364492110459657
1387,0.7772578291993082,0.2227421708006918
1387,0.7772578291993082,0.2227421708006918
32988,0.9358211757696778,0.06417882423032219
32988,0.673639578441418,0.326360421558582
32988,0.7735973732373289,0.22640262676267114
32988,0.673639578441418,0.326360421558582
32988,0.9358211757696778,0.06417882423032219
19549,0.762451694328144,0.23754830567185606
19549,0.547071560731355,0.452928439268645
19549,0.547071560731355,0.452928439268645
19549,0.547071560731355,0.452928439268645
19549,0.5625244831428585,0.4374755168571415
31681,0.6035270814303346,0.39647291856966543
31681,0.673639578441418,0.326360421558582
31681,0.9700763150429996,0.02992368495700037
31681,0.673639578441418,0.326360421558582
31681,0.9358211757696778,0.06417882423032219
24432,0.6208965029793807,0.3791034970206193
24432,0.920445347697676,0.07955465230232393
24432,0.547071560731355,0.452928439268645
24432,0.920445347697676,0.07955465230232393
24432,0.547071560731355,0.452928439268645
28352,0.6035270814303346,0.39647291856966543
28352,0.80178780790066,0.19821219209934
28352,0.80178780790066,0.19821219209934
28352,0.6035270814303346,0.39647291856966543
28352,0.673639578441418,0.326360421558582
41380,0.44471962392852027,0.5552803760714797
41380,0.44471962392852027,0.5552803760714797
41380,0.44471962392852027,0.5552803760714797
41380,0.44471962392852027,0.5552803760714797
41380,0.44471962392852027,0.5552803760714797
28703,0.673639578441418,0.326360421558582
28703,0.673639578441418,0.326360421558582
28703,0.9358211757696778,0.06417882423032219
28703,0.9358211757696778,0.06417882423032219
28703,0.673639578441418,0.326360421558582
24440,0.762451694328144,0.23754830567185606
24440,0.6208965029793807,0.3791034970206193
24440,0.547071560731355,0.452928439268645
24440,0.920445347697676,0.07955465230232393
24440,0.547071560731355,0.452928439268645
6655,0.931959272226923,0.06804072777307697
6655,0.673639578441418,0.326360421558582
6655,0.5884629064182426,0.4115370935817574
6655,0.931959272226923,0.06804072777307697
6655,0.7916561691271529,0.2083438308728471
36047,0.6035270814303346,0.39647291856966543
36047,0.673639578441418,0.326360421558582
36047,0.9358211757696778,0.06417882423032219
36047,0.6035270814303346,0.39647291856966543
36047,0.9358211757696778,0.06417882423032219
24322,0.6644402721173683,0.3355597278826316
24322,0.7951019852835032,0.2048980147164968
24322,0.9332801712187638,0.06671982878123617
24322,0.9332801712187638,0.06671982878123617
24322,0.6644402721173683,0.3355597278826316
10976,0.9358211757696778,0.06417882423032219
10976,0.6035270814303346,0.39647291856966543
10976,0.673639578441418,0.326360421558582
10976,0.6035270814303346,0.39647291856966543
10976,0.9358211757696778,0.06417882423032219
28034,0.80178780790066,0.19821219209934
28034,0.6035270814303346,0.39647291856966543
28034,0.6035270814303346,0.39647291856966543
28034,0.9358211757696778,0.06417882423032219
28034,0.673639578441418,0.326360421558582
13735,0.6035270814303346,0.39647291856966543
13735,0.868979931292295,0.13102006870770494
13735,0.673639578441418,0.326360421558582
13735,0.673639578441418,0.326360421558582
13735,0.9358211757696778,0.06417882423032219
22552,0.9249081101817799,0.07509188981822014
22552,0.9249081101817799,0.07509188981822014
22552,0.5625244831428585,0.4374755168571415
22552,0.6355088162469882,0.3644911837530118
22552,0.6355088162469882,0.3644911837530118
26364,0.673639578441418,0.326360421558582
26364,0.80178780790066,0.19821219209934
26364,0.673639578441418,0.326360421558582
26364,0.80178780790066,0.19821219209934
26364,0.80178780790066,0.19821219209934
1001,0.6355088162469882,0.3644911837530118
1001,0.6355088162469882,0.3644911837530118
1001,0.7735973732373289,0.22640262676267114
1001,0.6355088162469882,0.3644911837530118
1001,0.9249081101817799,0.07509188981822014
13813,0.48143841200483894,0.518561587995161
13813,0.43953492588948107,0.5604650741105189
13813,0.48143841200483894,0.518561587995161
13813,0.48143841200483894,0.518561587995161
13813,0.48143841200483894,0.518561587995161
2182,0.673639578441418,0.326360421558582
2182,0.673639578441418,0.326360421558582
2182,0.6035270814303346,0.39647291856966543
2182,0.6035270814303346,0.39647291856966543
2182,0.673639578441418,0.326360421558582
8201,0.6597374481608782,0.34026255183912185
8201,0.762451694328144,0.23754830567185606
8201,0.5884629064182426,0.4115370935817574
8201,0.6597374481608782,0.34026255183912185
8201,0.7916561691271529,0.2083438308728471
355,0.9358211757696778,0.06417882423032219
355,0.9358211757696778,0.06417882423032219
355,0.6035270814303346,0.39647291856966543
355,0.6035270814303346,0.39647291856966543
355,0.80178780790066,0.19821219209934
28174,0.47107525020729013,0.5289247497927099
28174,0.48668817573865975,0.5133118242613403
28174,0.48668817573865975,0.5133118242613403
28174,0.48668817573865975,0.5133118242613403
28174,0.48668817573865975,0.5133118242613403
35281,0.673639578441418,0.326360421558582
35281,0.6035270814303346,0.39647291856966543
35281,0.9358211757696778,0.06417882423032219
35281,0.6035270814303346,0.39647291856966543
35281,0.7719150790357787,0.22808492096422125
14372,0.6355088162469882,0.3644911837530118
14372,0.80178780790066,0.19821219209934
14372,0.5625244831428585,0.4374755168571415
14372,0.9249081101817799,0.07509188981822014
14372,0.5625244831428585,0.4374755168571415
1260,0.6035270814303346,0.39647291856966543
1260,0.673639578441418,0.326360421558582
1260,0.6035270814303346,0.39647291856966543
1260,0.6035270814303346,0.39647291856966543
1260,0.9358211757696778,0.06417882423032219
6147,0.673639578441418,0.326360421558582
6147,0.80178780790066,0.19821219209934
6147,0.9358211757696778,0.06417882423032219
6147,0.9358211757696778,0.06417882423032219
6147,0.7735973732373289,0.22640262676267114
29520,0.80178780790066,0.19821219209934
29520,0.80178780790066,0.19821219209934
29520,0.673639578441418,0.326360421558582
29520,0.6035270814303346,0.39647291856966543
29520,0.80178780790066,0.19821219209934
573,0.6208965029793807,0.3791034970206193
573,0.6208965029793807,0.3791034970206193
573,0.547071560731355,0.452928439268645
573,0.547071560731355,0.452928439268645
573,0.920445347697676,0.07955465230232393
229,0.48668817573865975,0.5133118242613403
229,0.48668817573865975,0.5133118242613403
229,0.48668817573865975,0.5133118242613403
229,0.47107525020729013,0.5289247497927099
229,0.48668817573865975,0.5133118242613403
13411,0.6403639649146463,0.3596360350853537
13411,0.7772578291993082,0.2227421708006918
13411,0.7772578291993082,0.2227421708006918
13411,0.8512224008403942,0.14877759915960573
13411,0.9263550788954035,0.07364492110459657
1817,0.920445347697676,0.07955465230232393
1817,0.920445347697676,0.07955465230232393
